iNote	iWine	Type	Vintage	Wine	Locale	Producer	Varietal	MasterVarietal	Country	Region	TastingDate	Defective	Rating	TastingNotes	CScore
1947631	453976	Red	2005	Fort Ross Pinot Noir Fort Ross Vineyard	USA, California, Sonoma County, Sonoma Coast	Fort Ross	Pinot Noir	Pinot Noir	USA	California	2/28/2011	False	80	Dark murky purple, intriguingly strange/slightly artificial nose of liquorice, meat, blueberry bacon syrup. Doesn't resemble a pinot to me, but then I haven't had too many sonoma pinots. Med+ body, overripe and plush but with strong tart acid. 80.	88.1764705882353
1947629	110195	Red	2002	Domaine Michel Gros Nuits St. Georges	France, Burgundy, Côte de Nuits, Nuits St. Georges	Domaine Michel Gros	Pinot Noir	Pinot Noir	France	Burgundy	2/28/2011	False	87	Med- ruby, Nice aged preserved meat on the nose. Pinot funk. mushroom. slight charcoal. Bright cherry core. P: medium body, savory, delicious fruit, clean finish with bright acidity. Delicious! 85-88	89.7272727272727
1947628	1012727	White	2009	Schloss Saarstein Serriger Schloss Saarsteiner Riesling Kabinett	Germany, Mosel Saar Ruwer	Schloss Saarstein	Riesling	Riesling	Germany	Mosel Saar Ruwer	2/28/2011	False	70	Blind: Ultra light gold. Soapy - light detergent without the melon in moscato. Light dusty/kitty-litter sensation. Faint lemon spritz. Sweet in the mouth with light body, med sweetness, low+ acid. Very reminiscent of a moscato structurally. not a fan of this style and low acidity.	90
1947625	216586	White	2005	Freiherr Heyl zu Herrnsheim Riesling Red Slate Spätlese Trocken	Germany, Rheinhessen	Freiherr Heyl zu Herrnsheim	Riesling	Riesling	Germany	Rheinhessen	2/28/2011	False	75	med- gold. spritzy green stemmy pear wax. Dry, bitter, light frizzante. Light body, med+ acid Not a fan.\n12.5% $15 soil = red slate.	90
1947624	697104	White	2008	F.X. Pichler Riesling Unendlich	Austria, Niederösterreich, Wachau	F.X. Pichler	Riesling	Riesling	Austria	Niederösterreich	2/28/2011	False	92	Decanted since morning! L+ gold. Nose: waxy, petrol, hint of rubber (reductive?), beautiful saffron and rice around lemon curd fruit. In the mouth: amazing fruit, ripping lemony acidity, Long finish. med body, med sweet but not overdone, an explosion of lemon-bar tartness with a hint of orange peel wrapped around a core of saffron. The balance is so perfect it's hard to focus on. effortless. 91-93 ~$160.\n\nOther people wanted a touch more acidity. Doug mentioned he wondered whether this could age without more acidity. I think it's perfect. I wonder whether I have a lower tolerance for this type of acid - malic than for cleaner lactic acid, e.g. in a full malo white burg.	93.1111111111111
1947621	183281	White	1985	Trimbach Gewurztraminer Cuvée des Seigneurs de Ribeaupierre	France, Alsace	Trimbach	Gewürztraminer	Gewürztraminer	France	Alsace	2/28/2011	False	90	L+ gold. Nose of strong fresh lychee with an undertone of peachy nuttiness (oxidative?). Palate: med body, dry, with med+ acidity, and med- bitterness. Some nuttiness on the midpalate gives way to a flavorful and clean finish. I like this wine. 90.	90.25
1947620	1076035	White	2009	Chateau Musar Musar Jeune Blanc	Lebanon, Bekaa Valley	Chateau Musar	White Blend	White Blend	Lebanon	Bekaa Valley	2/28/2011	False	80	Light gold. N: Floral pear with faint stinky bitterness, slight wax quality, lambic sourness - like a flemish sour ale. faint mushroom. P: Light body, strong tart acidity, a hint of fresh dirt, hollow on midpalate, keeps changing. Not delicious, but interesting and has good acidity. 80-82.\n\n40:30:30 viognier, vermentino, chard. $18	86.1666666666667
1947616	1058826	White	2007	Domaine Marc Morey & Fils Rully 1er Cru en Rabourcé	France, Burgundy, Côte Chalonnaise, Rully 1er Cru	Domaine Marc Morey & Fils	Chardonnay	Chardonnay	France	Burgundy	2/28/2011	False	91	One of my bottles. L+ straw green in the glass. Nose of light wood tones wrapped around a spritz of unripe pear with light melon undertones. In the mouth, medium bodied, with a gorgeous satiny texture, wonderful medium-intensity bitter wood wrapped around restrained but clear fruit. Not totally blowing me away but I'm very happy. Strong, clean, lactic acid on the finish. 90-92	91
1947614	460710	White - Sparkling	1996	de Venoge Champagne Brut Millésimé	France, Champagne	de Venoge	Champagne Blend	Champagne Blend	France	Champagne	2/28/2011	False	86	L+ gold in the glass. Nose of sweet apples, slight oxidative character, bit of almond, medium baguette. In the mouth, light+ bodied, clean flavors, pleasantly smooth mousse, strong citrusy acidity and a clean finish. Very classic champagne profile, and really brings something extra on the nose. 86-8	91.2941176470588
1925327	401101	Red	2003	Santi Amarone della Valpolicella	Italy, Veneto, Valpolicella, Amarone della Valpolicella	Santi	Corvina Blend	Corvina	Italy	Veneto	2/16/2011	False	82	med- garnet in the glass. Weird nutty stemmy nose, not much here. Oxidative-ish. Palate: ripe, rich, med+ body, med+ alcohol, med+ acid. $50	89
1925320	920832	Red	2007	Allegrini Palazzo della Torre Veronese IGT	Italy, Veneto, Veronese IGT	Allegrini	Corvina Blend	Corvina	Italy	Veneto	2/16/2011	False	85	Med+ ruby in the glass. Med intensity nose of dark raisiny fruit. Ripe. Palate: rich, ripe, and delicious, with med+ body, med+ alcohol, med+ acid, and a firm grippy med+ tannins. $20	88.1984435797665
1925315	704420	Red	2007	Zenato Ripassa	Italy, Veneto, Valpolicella, Ripasso della Valpolicella Superiore	Zenato	Corvina Blend	Corvina	Italy	Veneto	2/16/2011	False	82	Medium+ ruby in the glass. Very funky nose of huitlacoche. Not much fruit. Med tannins. Med+ body, med alcohol. nice. $32	88.7478991596639
1925310	878361	Red	2007	Masi Campofiorin	Italy, Veneto, Veronese IGT	Masi	Corvina Blend	Corvina	Italy	Veneto	2/16/2011	False	79	Second bottle: Unimpressive nose of mild fruit. In the mouth, medium body, med- acid, low brett. $18	85.5862068965517
1925309	878361	Red	2007	Masi Campofiorin	Italy, Veneto, Veronese IGT	Masi	Corvina Blend	Corvina	Italy	Veneto	2/16/2011	True	0	First bottle: corked (I picked up something wrong, but didn't immediately identify it as TCA). Doug then confirmed that it was corked. Pretty obvious on first sniff, but harder to detect (as expected b/c of habituation) on subsequent sniffs).	85.5862068965517
1925304	681082	Red	2007	Allegrini Ripasso della Valpolicella Corte Giara	Italy, Veneto, Valpolicella, Ripasso della Valpolicella	Allegrini	Corvina Blend	Corvina	Italy	Veneto	2/16/2011	False	80	Med+ ruby. Delicious nose of pure fruit gently enveloped in warm dustiness. In the mouth, fleshy. Needs acid - a bit flabby. $23	85.3076923076923
1925300	1373683	Red	2008	Zenato Valpolicella Classico Superiore	Italy, Veneto, Valpolicella, Valpolicella Classico Superiore	Zenato	Corvina Blend	Corvina	Italy	Veneto	2/16/2011	False	86	Medium garnet in the glass, the nose is musty, barely skirting the land of oxidative flavors. There's some funk, a light brett presence, all wrapped around a mouth-watering black-currant-liquorice core. In the mouth: medium body, medium tannins, ripe fruit, med+ acid, med alcohol. Very nicely balanced, with subtle but arresting fruit presence. $14	87.390243902439
1925298	705680	Red	2008	Allegrini Valpolicella	Italy, Veneto, Valpolicella	Allegrini	Corvina Blend	Corvina	Italy	Veneto	2/16/2011	False	78	Medium ruby in the glass. Nost of dusty raisin. Light body, low+ alcoho, med+ acid, faint cherry flavors in the mouth - not much fruit. Overall pretty thin. $17	83.625
1925294	547824	White	2007	Masi Pinot Grigio Verduzzo Masianco Venezie IGT	Italy, Venezie IGT	Masi	White Blend	White Blend	Italy	Italy	2/16/2011	False	82	Very interesting nose of cantal cheese and mushroom. Surprising that there's no oak given the earthier aromas (I've seen oak present this way in Cali chards, Stefania...). Palate. Notable lack of sweetness with an interesting character and a rather sauerkraut-y flavor and tartness. Light body, low alcohol, med+ acid, tart. Good and interesting. $14	86.1666666666667
1925289	868849	White	2009	Zenato Lugana San Benedetto	Italy, Lugana	Zenato	Trebbiano	Trebbiano	Italy	Italy	2/16/2011	False	81	Light straw in the glass. Low+ intensity nose of rose petals and melon. A bit like moscato in the mouth (detergent-candy-melon) with med- bitterness, light body, low alcohol, dry, med acid. nice. $14	86.25
1925286	154280	White - Sparkling	1001	Zardetto Prosecco Brut	Italy, Veneto, Prosecco	Zardetto	Prosecco	Prosecco	Italy	Veneto	2/16/2011	False	80	Light straw-green in the glass. Fresh, light nose of faint apples and faint baguette. Palate: light body, med- mousse, clean with good acid. nice. $14	85.3884297520661
1923163	1075076	Red	2009	Domaine Roger Perrin Côtes du Rhône	France, Rhône, Southern Rhône, Côtes du Rhône	Domaine Roger Perrin	Red Rhone Blend	Red Rhone Blend	France	Rhône	2/16/2011	False	75	From 3L box. 13.5 alc.\nN: some earth, and some fruit. Pretty good nose.\nP: ripe, med+ body, med+ alcohol, med- acid. Flabby. sweet. Acceptable but not enjoyable. at $34-6, not the greatest value.	75
1913480	1091363	White - Sparkling	2010	Neirano Moscato d'Asti	Italy, Piedmont, Asti, Moscato d'Asti	Neirano	Moscato	Muscat	Italy	Piedmont	2/10/2011	False	84	Blast of detergent fruit with an undertone of dried apricot. In the mouth, juicy and candy-esque. I'd like a lot more acid, but it's certainly sweet and fruity.	84
1913324	1091359	Red	2008	Graff Family Vineyards Mourvedre Chalone	USA, California, Central Coast, Chalone	Graff Family Vineyards	Mourvedre	Mourvedre	USA	California	2/10/2011	False	87	Nose of toffee, black liquorice, black cherry liqueur. Med+ body, med alcohol, med+ acidity, doesn't show an ounce of it's alleged 14.9% alcohol, very nice acidity, and a clean finish with med- tannic grip and a light preserved cherry aroma on the finish. Tastes warm, sunny, and ripe - immediately puts me back in the Plumpjack winery tasting room. For ~$25, not bad!	87
1913318	928873	Red	2007	Italo Pietrantonj Montepulciano d'Abruzzo	Italy, Abruzzi, Montepulciano d'Abruzzo	Italo Pietrantonj	Montepulciano	Montepulciano	Italy	Abruzzi	2/10/2011	True	0	slight ox	89
1913317	1091357	Red	2009	Maison Arnoux & Fils Côtes du Rhône Vieux Clocher	France, Rhône, Southern Rhône, Côtes du Rhône	Maison Arnoux & Fils	Red Rhone Blend	Red Rhone Blend	France	Rhône	2/10/2011	False	86	A charmingly dusty nose with a splash of preserved black cherry. P: med body, med+ tannins, med acid, med+ alcohol. Some baked fruit (grenache?) and a hint of green stemminess, but overall a nicely balanced, flavorful wine! $12.	86.25
1913314	926674	White - Sparkling	1001	Il Colle Prosecco di Valdobbiadene Vino Frizzante	Italy, Veneto, Prosecco di Valdobbiadene	Il Colle	Prosecco	Prosecco	Italy	Veneto	2/10/2011	False	80	med-small mousse, light nose with some yeast, short clean finish, not much acid. light body. overall: very pleasant and serviceable.	85
1900695	1087131	Red	2009	Cantina Sociale di Soave Valpolicella Classico Duca del Frassino	Italy, Veneto, Valpolicella, Valpolicella Classico	Cantina Sociale di Soave	Corvina Blend	Corvina	Italy	Veneto	2/3/2011	False	75	From 3L box, Whole Foods, $18\nmed ruby\nnose: a little fake, somewhat stewed cherry pie. Med+ bodied. A little sweet. with low tannins, and more cherry-pie flavors. Just a bit on the sweet side. 75 pts. acceptable, but not enjoyable.	75
1870516	16826	Red	1995	Chateau Musar	Lebanon, Bekaa Valley	Chateau Musar	Red Blend	Red Blend	Lebanon	Bekaa Valley	1/16/2011	False	0	Bottle showing upper-mid-shoulder fill. Some seepage in the cork. Cork came out totally crumbling. \n\nWill not rate because my nose was a tad stuffed, and in general I was distracted. But this was very delicious with light pesto pasta and avocado-tomato-onion-kale salad. \n\n24 hours later it was stunningly deep, complex, and rich (maybe a tad on the sweet side compared to yesterday). Surprisingly put together 24 hrs later.	91.4122807017544
1870507	921978	White	2006	Jean-Marc Vincent Puligny-Montrachet Vieilles Vignes	France, Burgundy, Côte de Beaune, Puligny-Montrachet	Jean-Marc Vincent	Chardonnay	Chardonnay	France	Burgundy	1/16/2011	False	88	Very nice, still lemon curd, some wood, brush of lime, and clean, delicious acidity at the end. But really not as intense as I remembered. Acidity a bit toned down. Integrated wood - good, but a bit toned down from what I was hoping.	90
1819401	233393	Red - Fortified	1976	Domaine du Mas Blanc (Docteur Parcé) Banyuls	France, Languedoc Roussillon, Roussillon, Banyuls	Domaine du Mas Blanc (Docteur Parcé)	Grenache Blend	Grenache	France	Languedoc Roussillon	12/19/2010	False	91	Med- brick-to-amber (mostly amber with slight brick in the center) in the glass. Very well integrated nose that resists specific flavors. buttered figs. Chicu - DEAD ON CHICU!!!!. Collita 1976. 17% Beautifully sweet, med+ body, nice acidity, not overdone. delicious! smooth chicu, glossy shimmering flavors. long finish. 88-92. Perfect pairing with chocolate mousse from Whole Foods!	91
1819399	444779	Red	1997	Bressan Cru Pignol	Italy, Friuli-Venezia Giulia, Venezia Giulia IGT	Bressan	Pignolo	Pignolo	Italy	Friuli-Venezia Giulia	12/19/2010	False	85	Med+ garnet, low lustre. Light pyrazines with espresso. In the mouth med body, a little tart on the finish. med- body, med+ acidity, but a bit sour on the finish, fresh. Nice flavors. I'm guessing cool climate new world. wrong! Old World: italy. Pignol?! Not even a bordeaux varietal!?!	92.4666666666667
1819397	552626	Red	2004	Tenute Dettori Tuderi Romangia IGT	Italy, Sardinia, Romangia IGT	Tenute Dettori	Cannonau	Grenache	Italy	Sardinia	12/19/2010	True	0	Med+ garnet, some bricking. low lustre. Weird nose. Musty, some va. funkiness, a bit of menthol. Sharply acidic on the tip of my tongue and a bit frizzante. hot. med body, high alcohol. weird. Tuderi 2004: "badde nigolosu" - israeli natural wine vintner, old grenache vines in sardinia. no wood, actually believes refermentation in the bottle is a sign of a healthy wine. 60 pts if this is typical... I'll give it the benefit of doubt and say flawed.	88.3913043478261
1819393	91142	Red	2001	Tenuta le Querce Aglianico del Vulture Vigna della Corona	Italy, Basilicata, Aglianico del Vulture	Tenuta le Querce	Aglianico	Aglianico	Italy	Basilicata	12/19/2010	True	0	Saturated purple in the glass. low luster. Nose: Oxidized.	90.3333333333333
1819391	586790	Red	2007	Copain Syrah Spirit Rock Alder Springs Vineyard	USA, California, North Coast, Mendocino County	Copain	Syrah	Syrah	USA	California	12/19/2010	False	85	Saturated purple in the glass. Nose: deep dark and fruity. Blackberry, liquorice, menthol, a bit sweet and cough-syrupy. Candied olives. Palate: Strong tannins, pretty sweet, full bodied, candied blackberries, hint of leather underneath, but pretty fruit-forward. med- acid. A bit clunky and sweet for me - 84-6. Kirk: if it seems too ripe for you, it will probably calm down with age.	90.6060606060606
